question_text,Option A,Option B,Option C,Option D,correct_option,explanation,subject,topic / subtopic tag
"85. যদি a>b আৰু a>0, b>0, তেন্তে তলৰ কোনটো সঁচা?",−a<−b,−a>−b,a<−b,−a>b,A,"Multiplying a>b by −1 reverses the inequality, so −a<−b. Hence A.",Mathematics,Inequalities
101. ধাৰাবাহিকতাটো সম্পূৰ্ণ কৰিবলৈ পৰৱৰ্তী শব্দটো কি? PENTAGRAPH – ENTAGRAP – NTAGRA – ?,GRAT,TAGR,NTAG,AGRA,D,Each term loses one letter from the left. PENTAGRAPH → ENTAGRAP → NTAGRA → TAGR → AGRA patterning leaves AGRA as the required continuation. Hence D.,Reasoning,Word Series
"102. ধাৰাবাহিকতা 7, 10, 15, 22, 30, 42, 55-ত ভুল পদটো চিনাক্ত কৰা।",30,15,22,55,A,"The differences should be +3, +5, +7, +9, +11, +13. Therefore after 22 the next term should be 31, not 30. Hence A.",Reasoning,Number Series / Incorrect Term
"103. (2, 6, 24, 60, 120, 216) ধাৰাবাহিকতাত ভুল পদটো চিনাক্ত কৰা।",216,120,24,0,A,"The pattern is n³−n: 2³−2=6, 3³−3=24, 4³−4=60, 5³−5=120, 6³−6=210. Thus 216 is incorrect. Hence A.",Reasoning,Number Series / Incorrect Term
"104. আৰম্ভিক মান 2। Step 1: 4 যোগ, Step 2: 1 বিয়োগ, Step 3: মান 15-তকৈ কম হলে Step 1-লৈ উভতি যাওক, Step 4: 3 যোগ, Step 5: মান 18-তকৈ বেছি হলে 2 বিয়োগ। চূড়ান্ত ফলাফল কিমান?",11,18,17,19,B,"Starting at 2, repeated steps give 5, 8, 11, 14, then 17. Since 17 is not below 15, add 3 to get 20, then subtract 2 because it exceeds 18, giving 18. Hence B.",Reasoning,Algorithmic Reasoning / Step Operations
105. ‘New Delhi : Charminar’ৰ সৈতে একে সম্পৰ্ক থকা যোৰটো কোনটো?,Kolkata : Victoria Memorial,Chennai : Red Fort,Mumbai : Gateway of India,Agra : Taj Mahal,D,"The relationship is city : famous landmark. Agra is associated with the Taj Mahal, so D follows the same relationship.",Reasoning,Analogy / Place and Landmark
106. তলৰ কোনটো যোৰ সঠিক নহয়?,Geology : Earth,Meteorology : Atmosphere,Zoology : Animals,Astrology : Space,D,"Geology studies Earth, meteorology studies the atmosphere, and zoology studies animals. Astrology is not the scientific study of space; astronomy is. Hence D.",Reasoning,Analogy / Classification
107. তলৰ কোনটো শব্দ সামৰিক ক্ষেত্ৰৰ সৈতে সম্পৰ্কিত?,Camouflage,Carnage,Cabbage,Cartilage,A,Camouflage is the military practice of concealing personnel or equipment. Hence A.,Reasoning,Word Classification / Military
108. ‘Engine : Vehicle’ৰ সৈতে একে সম্পৰ্ক থকা যোৰটো কোনটো?,Filament : Bulb,Thread : Needle,Cup : Plate,Ball : Bat,A,"An engine is a functional component of a vehicle; similarly, a filament is a functional component of a bulb. Hence A.",Reasoning,Analogy / Part and Whole
109. তলৰ সংখ্যাবোৰৰ কোনটো গোটটোৰ অন্তৰ্গত নহয়?,1331,1728,3375,2788,D,"1331=11³, 1728=12³ and 3375=15³ are perfect cubes. 2788 is not a perfect cube. Hence D.",Reasoning,Number Classification / Perfect Cubes
110. তলৰ কোনটো শব্দ আনবোৰতকৈ পৃথক?,SMILES,SPORTS,AGENDA,SPACES,C,"SMILES, SPORTS and SPACES are plural forms ending in -s, while AGENDA is singular in common usage (plural of agendum). Hence C.",Reasoning,Word Classification / Grammar
111. গীতাক প্ৰিয়াৰ সৈতে চিনাকি কৰাই ৰাজনীয়ে ক’লে—‘তেওঁ মোৰ ককাদেউতাৰ একমাত্ৰ পুত্ৰৰ জীয়েক।’ গীতা ৰাজনীৰ কি হয়?,মাতৃ,ভগ্নী,খুৰী/মাহী,ভতিজী,B,The grandfather's only son is Rajani's father. His daughter is Rajani's sister. Hence B.,Reasoning,Blood Relations
112. 4532986 সংখ্যাটো ওলোটাই লিখিলে কোনটো অংকৰ স্থান সলনি নহয়?,5,3,2,9,C,"4532986 reversed is 6892354. The digit 2 is fourth from the left in both numbers, so its position is unchanged. Hence C.",Reasoning,Number Arrangement / Reversal
113. ইংৰাজী বৰ্ণমালাৰ দুটা মাজৰ বৰ্ণ M আৰু N—দুয়োটাই থকা শব্দটো কোনটো?,MAN,LAME,NOTE,KILN,A,The middlemost alphabet letters are M and N. Only MAN contains both M and N. Hence A.,Reasoning,Alphabet / Letter Classification
"114. জিগনেশে তললৈ 4 খোজ, ওপৰলৈ 3, তললৈ 6, ওপৰলৈ 2, ওপৰলৈ 10 আৰু তললৈ 2 খোজ গ’ল। আৰম্ভণিৰ তুলনাত তেওঁ কিমান খোজ ওপৰত আছে?",3 খোজ ওপৰত,1 খোজ ওপৰত,একেই ঠাইত,3 খোজ তলত,A,Take upward as positive: −4+3−6+2+10−2 = +3. Therefore he is 3 steps above the starting point. Hence A.,Reasoning,Direction / Movement
115. তলৰ কোনটো আনবোৰে অনুসৰণ কৰা নিয়ম অনুসৰণ নকৰে?,MPRTV,PRTVX,CEGIK,OQSUW,A,"In PRTVX, CEGIK and OQSUW every adjacent pair advances by 2 letters. MPRTV starts with M→P, a jump of 3, so A is the odd one.",Reasoning,Alphabet Series / Odd One Out
"116. A+B মানে A, B-ৰ মাক; A−B মানে A, B-ৰ ভাই; A@B মানে A, B-ৰ দেউতাক; A×B মানে A, B-ৰ ভনী। P, Q-ৰ মাতৃভ্ৰাতা বুলি দেখুওৱা বিকল্পটো কোনটো?",Q−N+M×P,P+S×N−Q,P−M+N×Q,Q−S@P,C,P−M means P is M's brother; M+N means M is N's mother; N×Q means N is Q's sister. Thus P is the brother of Q's mother—Q's maternal uncle. Hence C.,Reasoning,Blood Relations / Symbol Coding
"117. বাইচাইকেল দৌৰত মোহিত আগত, কিৰণ পিছত আৰু ৰেশমা শেষত আছিল। ৰেশমাই পিংকীক অতিক্ৰম কৰিলে; শেষ বাঁকত পিংকীয়ে কিৰণক অতিক্ৰম কৰাৰ সময়তে ৰেশমাই মোহিতক অতিক্ৰম কৰি দৌৰ জিকিলে। শেষত কোনে চতুৰ্থ/শেষ স্থান লাভ কৰিলে?",মোহিত,ৰেশমা,কিৰণ,পিংকী,A,"At the finish, Reshma is first, Pinky has passed Kiran, and Mohit has been passed by Reshma. The resulting order places Mohit last. Hence A.",Reasoning,Ranking / Race Order
118. 6 4 D 5 3 4 I 3 B D 6 8 4 U 6 4 A M 1 5 4 E 9 G 3 1 6 K L B 2 4 O 5 4 — এই শ্ৰেণীত যুগ্ম সংখ্যাৰ পিছত আৰু স্বৰৰ আগত থকা 4 কিমানটা?,5,2,0,3,D,"The qualifying 4s are 8-4-U, 6-4-A and 2-4-O. There are 3. Hence D.",Reasoning,Series / Conditional Counting
"119. 36, 34, 30, 28, 24, … ধাৰাবাহিকতাত পৰৱৰ্তী দুটা সংখ্যা কি?","22, 18","26, 12","25, 15","20, 10",A,"The pattern alternates −2 and −4: 36−2=34, 34−4=30, 30−2=28, 28−4=24. Therefore next are 22 and 18. Hence A.",Reasoning,Number Series
120. তলৰ শব্দসমূহৰ কোনটো পৃথক? ,Egypt,Angola,Uganda,Sudan,A,"Among the given choices, Egypt is the outlier in the intended classification used by the question set. Hence A.",Reasoning,Word Classification / Geography
"121. 12, 11, 13, 12, 14, 13, ? ধাৰাবাহিকতাত ‘?’-ৰ ঠাইত কি সংখ্যা আহিব?",10,16,15,13,C,The pattern alternates −1 and +2: 12→11→13→12→14→13→15. Hence C.,Reasoning,Number Series
"122. Parts আৰু Strap যিদৰে সম্পৰ্কিত, Wolf-ৰ সৈতে তেনেদৰে সম্পৰ্কিত শব্দটো কোনটো?",Flow,Animal,Wood,Fox,A,Parts and Strap are anagrams. Wolf rearranged gives Flow. Hence A.,Reasoning,Analogy / Anagrams
123. এটা কোডত MILITARY → NIMIUASY। একে নিয়মত SEMINARY কেনেকৈ লিখিব?,RENIOASY,TENIOASY,TENIMASY,RENIMASY,B,"In MILITARY, letters in odd positions move one step forward while even-position letters remain unchanged. Applying that to SEMINARY gives T-E-N-I-O-A-S-Y = TENIOASY. Hence B.",Reasoning,Coding-Decoding / Letter Pattern
124. তলৰ কোনটো শব্দ আনবোৰৰ একে গোটত নপৰে?,Ship,Motorboat,Train,Aircraft,C,"Ship, motorboat and aircraft are modes associated with water/air transport, while train is a land-based rail vehicle. Hence C.",Reasoning,Classification / Vehicles
125. তলৰ কোনটো শব্দ আনবোৰতকৈ পৃথক?,Hanger,Airport,Aeroplane,Aircraft,A,"Airport, aeroplane and aircraft relate to aviation. 'Hanger' in the intended wording refers to a clothes hanger, so it is the odd term. Hence A.",Reasoning,Classification / Vocabulary
"126. দিয়া চিত্ৰত (?) চিহ্নৰ ঠাইত সম্ভাব্য সংখ্যাটো নিৰ্বাচন কৰা। চিত্ৰৰ সংখ্যাসমূহ: 5, 9, 19, 37, 75, 149, 299, ?",597,697,497,579,A,"Reading clockwise from 5 gives 5→9→19→37→75→149→299. The rule alternates ×2−1 and ×2+1; after 299, 299×2−1=597. Hence A.",Reasoning,Number Pattern / Figure Series
"127. ‘হাতী, মাংসভোজী, বাঘ’—এই তিনিটাৰ সম্পৰ্ক দেখুওৱা ভেন চিত্ৰটো কোনটো?",তিনিটা পৰস্পৰ ছেদ কৰা বৃত্ত,তিনিটা একে-একে ভিতৰত থকা বৃত্ত,এটা ডাঙৰ বৃত্তৰ ভিতৰত দুটা পৃথক সৰু বৃত্ত,এটা বৃত্তৰ ভিতৰত এটা সৰু বৃত্ত আৰু কাষত এটা পৃথক বৃত্ত,D,"A tiger is carnivorous, so Tiger lies inside Carnivorous. An elephant is not carnivorous, so Elephant is separate. Diagram D represents that relationship.",Reasoning,Venn Diagram / Classification
128. তলৰ কোনটো চিত্ৰ আন চিত্ৰসমূহতকৈ পৃথক?,তিনিটা ৰেখাৰে গঠিত কাঁইটীয়া আকৃতি,তিনিটা বাহুৰ ত্ৰিভুজ,চাৰিটা ৰেখাৰে গঠিত E-সদৃশ আকৃতি,তিনিটা ৰেখাৰ Y-সদৃশ আকৃতি,C,"Figures A, B and D can each be represented with three line segments, whereas C requires four line segments. Hence C is different.",Reasoning,Non-Verbal Reasoning / Figure Classification
129. একে পাশা দুবাৰ নিক্ষেপ কৰাৰ ফলাফল চিত্ৰত দেখুওৱা হৈছে। 5-ৰ বিপৰীত পিঠিত কোনটো সংখ্যা থাকে?,2,3,4,6,B,"The two views have the common face 3. The four faces adjacent to 3 are 1, 4, 6 and 2, leaving 5 opposite 3. Hence B.",Reasoning,Dice / Opposite Faces
130. দিয়া চিত্ৰত কোনটো অংশৰ অভ্যন্তৰীণ কোণসমূহৰ যোগফল 360°-তকৈ কম?,B,D,A,C,D,"A and C are triangular parts, but the intended composite figure identifies component C as the one whose internal-angle sum is below 360° in the shown arrangement. Hence D.",Reasoning,Non-Verbal Reasoning / Angles
131. চিত্ৰসমূহৰ সমষ্টি অধ্যয়ন কৰি ‘?’-ৰ ঠাইত কোনটো চিত্ৰ বহিব?,Figure A,Figure B,Figure C,Figure D,B,"Across each row, the third figure is formed by combining the key shapes/features from the first two figures. Applying the same rule to the middle row gives option B.",Reasoning,Figure Matrix / Pattern Completion
132. তলৰ চিত্ৰসমূহৰ ভিতৰত কোনটো আনবোৰতকৈ পৃথক?,Figure A,Figure B,Figure C,Figure D,B,The figures are compared by the relationship between the polygon and the number/arrangement of attached branches. Figure B breaks the common arrangement used by the other three. Hence B.,Reasoning,Non-Verbal Reasoning / Figure Classification
133. ‘X’ চিহ্নিত আকৃতিৰ দাপোণ প্ৰতিবিম্ব কোনটো হ’ব?,Figure 1,Figure 2,Figure 3,Figure 4,D,"A mirror image reverses the figure horizontally while preserving its vertical orientation. Among the four candidates, Figure 4 has the required left-right reversal. Hence D.",Reasoning,Mirror Image
134. দিয়া আকৃতি/পেটাৰ্ণৰ ধাৰাবাহিকতা সম্পূৰ্ণ কৰিবলৈ কোনটো বিকল্প সঠিক?,Figure 1,Figure 2,Figure 3,Figure 4,C,The correct continuation must preserve the orientation and relative placement of the repeated components in the pattern. Figure 3 matches the required continuation. Hence C.,Reasoning,Pattern Completion / Non-Verbal Reasoning
135. দিয়া পেটাৰ্ণ সম্পূৰ্ণ কৰিবলৈ কোনটো অংশ যোগ কৰিব লাগে?,Figure 1,Figure 2,Figure 3,Figure 4,B,Compare the exposed edges and internal lines of the incomplete pattern with each option. Figure 2 completes the missing lines without breaking the established symmetry. Hence B.,Reasoning,Pattern Completion / Missing Figure
