question_text,Option A,Option B,Option C,Option D,correct_option,explanation,subject,topic / subtopic tag
109. তলৰ কোনটো ভাৰতৰ এটা কেন্দ্ৰীয় শাসিত অঞ্চল?,Jammu and Kashmir,Goa,Sikkim,Telangana,A,The correct answer is Jammu and Kashmir (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Indian polity
110. তলৰ কোনটো মহাদেশৰ নাম নহয়?,North America,South America,Arctic,Antarctica,C,The correct answer is Arctic (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Continents
111. ভাৰতৰ পেট্ৰ’লচালিত বাহনত তলৰ কোনটো সঁজুলি বাধ্যতামূলক?,Spare wheel,Windshield wipers,Catalytic converter,GPS tracker,C,The correct answer is Catalytic converter (option C). The question directly tests the stated general science concept; the remaining options do not satisfy the condition given in the question.,General Science,Automobile emissions
112. এটা দশমিক সংখ্যাৰ দশমিক বিন্দু ৩টা অংক সোঁফালে স্থানান্তৰ কৰিবলৈ কোন সংখ্যাৰে গুণ কৰিব লাগে?,10,100,"1,000","10,000",C,Moving a decimal point three places to the right is equivalent to multiplying by 10³ = 1000.,Mathematics,Decimals
113. অস্মিতা চলিহাই ভাৰতৰ হৈ কোনটো খেল খেলে?,Badminton,Table Tennis,Lawn Tennis,Lawn Bowl,A,The correct answer is Badminton (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Sports
114. তলৰ কোনটো এখন মহাদেশৰ নাম?,Austria,Armenia,Andrea,Australia,D,The correct answer is Australia (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Continents
115. এটা দশমিক সংখ্যাৰ দশমিক বিন্দু ২টা স্থান বাঁওফালে স্থানান্তৰ কৰিবলৈ সংখ্যাটোক কোন গুণকেৰে ভাগ কৰিব লাগে?,0.1,10,100,1000,C,Moving the decimal point two places to the left means dividing by 10² = 100.,Mathematics,Decimals
116. 3/10 ÷ 6/5 ক দশমিক ৰূপত প্ৰকাশ কৰিলে কিমান হয়?,0.5,0.75,0.65,0.25,D,(3/10) ÷ (6/5) = (3/10)×(5/6) = 15/60 = 1/4 = 0.25.,Mathematics,Fractions
"117. এজন ব্যক্তিয়ে ত্ৰুটিপূৰ্ণ বস্তু ₹900ত কিনি ₹100ত মেৰামতি কৰি ₹1,800ত বিক্ৰী কৰিলে। লাভৰ শতকৰা কিমান?",100%,80%,90%,180%,B,"Total cost = ₹900 + ₹100 = ₹1,000. Profit = ₹1,800−₹1,000 = ₹800. Profit percentage = 800/1000×100 = 80%.",Mathematics,Profit and loss
118. উইনষ্টন চাৰ্চিল কোন দেশৰ প্ৰধানমন্ত্ৰী আছিল?,United Kingdom,Brazil,United States of America,Switzerland,A,The correct answer is United Kingdom (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,World history
121. এটা বৰ্গৰ ক্ষেত্ৰফল 169 m²। বৰ্গটোৰ এফালৰ দৈৰ্ঘ্য কিমান?,17 m,19 m,12 m,13 m,D,"The side of a square is the square root of its area. √169 = 13, so the side is 13 m.",Mathematics,Square
124. ২০২০ চনৰ Summer Olympic Games কোনখন দেশত অনুষ্ঠিত হৈছিল?,South Korea,Japan,China,Singapore,B,The correct answer is Japan (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Sports
125. 425639 সংখ্যাত ‘5’ৰ স্থানীয় মান কিমান?,5600,25000,5000,5639,C,"In 425639, the digit 5 is in the thousands place. Therefore its place value is 5×1000 = 5000.",Mathematics,Place value
126. East India Company-ৰ বিৰুদ্ধে 1857 চনৰ বিদ্ৰোহৰ নেতৃত্ব তলৰ কোনে দিছিল?,Rani Ahilya Bai,Rani Laxmi Bai,Chand Bibi,Rezia Sultana,B,The correct answer is Rani Laxmi Bai (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Indian history
127. শুদ্ধ বানান থকা শব্দটো চিনাক্ত কৰক।,Traffic Single,Traffic Signel,Traffic Signal,Trafic Signal,C,The correct answer is Traffic Signal (option C). The question directly tests the stated english concept; the remaining options do not satisfy the condition given in the question.,English,Spelling
128. অসমত বাণিজ্যিক বাহনৰ বাবে তলৰ কোনটো বাধ্যতামূলক নহয়?,Vehicle Registration,Night Driving permit,Pollution Under Control,Fitness Certificate,B,The correct answer is Night Driving permit (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Commercial vehicle rules
129. এম্বুলেন্সত ৰঙা আৰু নীলা লাইট কিয় ব্যৱহাৰ কৰা হয়?,"To alert all drivers, even those with colour blindness",Because they look good,Red stands for danger and Blue for emergency,They can be seen from far,D,The correct answer is They can be seen from far (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Emergency vehicles
"132. 12, 24 আৰু 30ৰ গ.সা.উ. (HCF) কিমান?",2,3,6,12,C,"Factors common to 12, 24 and 30 include 1, 2, 3 and 6. The greatest common factor is 6.",Mathematics,HCF
133. ভাৰতৰ কেন্দ্ৰীয় বাজেট কোনে উপস্থাপন কৰে?,The Finance Minister,The Prime Minister,The Home Minister,The President of India,A,The correct answer is The Finance Minister (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Union Budget
134. Twitter-ৰ নতুন নাম কি?,AXE,XX,EAX,X,D,The correct answer is X (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Current affairs
135. ভাৰতলৈ অহাৰ আগতে মোহনদাস কৰমচান্দ গান্ধী কোনখন দেশত আছিল?,South Africa,Uganda,Egypt,Sri Lanka,A,The correct answer is South Africa (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Modern Indian history
136. এটা সংখ্যাৰ ধাৰাত প্ৰতিটো সংখ্যা আগৰ সংখ্যাতকৈ ৩ বেছি। −2ৰ পৰা আৰম্ভ কৰিলে ১০ম সংখ্যাটো কিমান?,23,25,28,30,B,"Starting at −2 and adding 3 each time gives −2, 1, 4, 7, 10, 13, 16, 19, 22, 25. Thus the 10th number is 25.",Mathematics,Arithmetic progression
137. তলৰ কোনটো একে ধৰণৰ নহয়?,Payment,Rent,Price,Bill,A,"Payment, rent and bill are commonly used for amounts/transactions that are paid or due. Price refers specifically to the amount at which something is offered or valued, making it the odd item.",Reasoning,Classification
140. East India Company-ৰ সেনাই ছিৰাজ-উদ-দৌলাক কোনখন যুদ্ধত পৰাস্ত কৰিছিল?,Battle of Buxar,Battle of Plassey,Battle of Nalapani,Battle of Jhelum,B,The correct answer is Battle of Plassey (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Indian history
142. অসমৰ পৌৰসভাৰ পথত মটৰচাইকেলৰ সৰ্বোচ্চ গতি সীমা কিমান?,80 km/hour,70 km/hour,60 km/hour,50 km/hour,D,"For the speed limit specified in this question for municipal roads in Assam, the stated maximum is 50 km/hour, which is option D.",General Knowledge,Traffic rules
143. দীপা কৰ্মকাৰাই কোনটো খেলত ভাৰতক প্ৰতিনিধিত্ব কৰিছিল?,Badminton,Shooting,Gymnastics,Table Tennis,C,The correct answer is Gymnastics (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Sports
145. বৰদুবি তিনিঙা মন্দিৰ কোনখন চহৰৰ ওচৰত অৱস্থিত?,Bongaigaon,Dhemaji,Tezpur,Duliajan,D,"Bordubi Tilinga Mandir is located near Duliajan in Dibrugarh district, so option D is correct.",Assam GK,Temples of Assam
146. এটা চতুৰ্ভুজৰ কোণসমূহৰ যোগফল কিমান?,90°,180°,360°,400°,C,"The interior angles of an n-sided polygon sum to (n−2)×180°. For a quadrilateral, (4−2)×180° = 360°.",Mathematics,Quadrilaterals
148. জংকি আৰু পানেই কোনটো জনগোষ্ঠীৰ ওপৰত আধাৰিত কাহিনীৰ চৰিত্ৰ?,Dimasa,Idu Misimi,Mising,Singpho,C,The correct answer is Mising (option C). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Assamese literature
149. ত্ৰিভুজাকৃতিৰ ট্ৰেফিক পথচিহ্ন কোন শ্ৰেণীৰ অন্তৰ্গত?,Mandatory,Informative,Cautionary,Emergency,C,"Triangular traffic signs are warning/cautionary signs. They alert drivers to hazards or conditions ahead, so option C is correct.",General Knowledge,Traffic signs
150. ১২টা আমৰ দাম ₹৩০০ আৰু ১৫টা আপেলৰ দাম ₹৪৫০ হলে ৪টা আম আৰু ৩টা আপেলৰ মুঠ দাম কিমান?,₹290,₹109,₹190,₹209,C,"One mango costs 300/12 = ₹25, so 4 cost ₹100. One apple costs 450/15 = ₹30, so 3 cost ₹90. Total = ₹190.",Mathematics,Unitary method
