question_text,Option A,Option B,Option C,Option D,correct_option,explanation,subject,topic / subtopic tag
"76. খালি ঠাই পূৰ কৰা: 149,600,000 = ______ × 10⁷",1496,149.6,14.96,1.496,C,"Divide 149,600,000 by 10^7. The result is 14.96, so the missing factor is 14.96. Hence C.",Mathematics,Place value — scientific notation
77. “x দৈৰ্ঘ্য বাহুযুক্ত এক বৰ্গক্ষেত্ৰৰ ক্ষেত্ৰফলৰ দুগুণৰ সৈতে একেটা বৰ্গক্ষেত্ৰৰ পৰিসীমাৰ তিনি গুণ যোগ কৰা হৈছে।” ওপৰৰ উক্তিটোৰ বীজীয় অভিব্যক্তি হ’ল:,2x² + 3x,2x² + 4x,2x² + 7x,2x² + 12x,D,A square of side x has area x² and perimeter 4x. Twice the area is 2x² and three times the perimeter is 12x. Adding them gives 2x²+12x. Hence D.,Mathematics,Algebraic expressions
78. দুটা অসমান অখণ্ড সংখ্যাৰ যোগফল যদি সংখ্যাদুটাৰ ডাঙৰটোৰ পৰা সৰুটোৰ বিয়োগফলৰ সমান হয় তেন্তে নিম্নোক্ত উক্তিসমূহৰ কোনটো এটা শুদ্ধ উক্তি হ’ব?,দুয়োটা অখণ্ড সংখ্যাই স্বাভাৱিক সংখ্যা হ’ব লাগিব।,অখণ্ড সংখ্যা দুটাৰ যোগফল সদায়ে শূন্য হ’ব।,এটা অখণ্ড সংখ্যাৰ প্ৰতিলোম আনটো অখণ্ড সংখ্যাৰ সমান।,অন্ততঃ এটা অখণ্ড সংখ্যা শূন্য হ’ব লাগিব।,D,"Let the larger integer be a and the smaller be b. The condition a+b=a−b gives 2b=0, so b=0. Therefore at least one integer is zero. D is correct.",Mathematics,Integers — algebraic reasoning
"79. কোনো এটা ত্ৰিভুজৰ তিনিটা বাহুৰ জোখ হৈছে 2.3 চে.মি., 20 মি.মি. আৰু 23 মি.মি.। ত্ৰিভুজটো হৈছে এটা:",বিষমবাহু ত্ৰিভুজ,সমবাহু ত্ৰিভুজ,সমকোণী ত্ৰিভুজ,সমদ্বিবাহু ত্ৰিভুজ,D,"Convert 20 mm to 2.0 cm and 23 mm to 2.3 cm. The sides are 2.3, 2.0 and 2.3 cm, so two sides are equal. Hence it is isosceles, D.",Mathematics,Triangles — classification
80. ৰম্বাছ এটাৰ ক্ষেত্ৰফলৰ সমমান হৈছে:,1/2 × কৰ্ণ দুডালৰ দৈৰ্ঘ্যৰ যোগফল,2 × কৰ্ণ দুডালৰ দৈৰ্ঘ্যৰ যোগফল,1/2 × কৰ্ণ দুডালৰ দৈৰ্ঘ্যৰ গুণফল,2 × কৰ্ণ দুডালৰ দৈৰ্ঘ্যৰ গুণফল,C,The area of a rhombus is half the product of its two diagonals: A=(1/2)d1d2. Therefore C.,Mathematics,Mensuration — rhombus
81. x² − 5x + 6 ক x − 3 ৰে হৰণ কৰি পোৱা ভাগফল হৈছে,1,x − 2,0,x + 2,B,Factor x²−5x+6 as (x−2)(x−3). Dividing by x−3 leaves x−2. Hence B.,Mathematics,Algebra — factorisation
82. প্ৰথম 20 টা স্বাভাৱিক সংখ্যাৰ যোগফল হৈছে:,210,120,124,310,A,"The sum of the first n natural numbers is n(n+1)/2. For n=20, 20×21/2=210. Hence A.",Mathematics,Arithmetic progression — sum of natural numbers
83. x/(2y) আৰু xy/2 ৰ গ.সা.উ. (HCF) কিমান ?,x,y,x + y,xy,D,"x²y = x·x·y and xy² = x·y·y. The common factor with the lowest power of each variable is xy. Therefore the HCF is xy, option D.",Mathematics,Algebra — HCF
"84. কোনো সংখ্যাৰ এককৰ ঘৰৰ অংকটো x আৰু দহকৰ ঘৰৰ অংকটো y হ’লে, সংখ্যাটো হ’ব:",10x + y,x + y,x × y,10y + x,D,"The tens digit y contributes 10y and the units digit x contributes x. Therefore the number is 10y+x, option D.",Mathematics,Place value — two-digit number
85. ৰাশিটোৰ মান নিৰ্ণয় কৰা: (1/2)^−2 + (1/3)^−2 + (1/4)^−2 + (1/5)^−2,1/14,1/54,14,54,D,"Using a^−2=1/a², each term becomes 4, 9, 16 and 25. Their sum is 54, so D.",Mathematics,Indices — negative powers
"101. নিম্নলিখিত শৃংখলাটো আগবঢ়াই নিবলৈ পৰৱৰ্তী স্থানত কি আহিব লাগিব? ACRA, BDSB, CETC, DFUD, ?",EGVE,EVGE,EFGE,EGFE,A,"Treat each letter position independently: A,B,C,D→E; C,D,E,F→G; R,S,T,U→V; A,B,C,D→E. The next term is EGVE, so A.",Reasoning,Letter series
"102. কোন যোৰ সংখ্যাই নিম্ন শৃংখলৰ $ চিহ্নটো প্ৰতিস্থাপন কৰিব পাৰিব? (2, 3), (4, 5), (6, 7), $, (10, 13)","(8, 11)","(8, 9)","(7, 8)","(7, 11)",B,"The pairs progress as (2,3), (4,5), (6,7), (8,9). Therefore B is the missing pair.",Reasoning,Number series — paired numbers
"103. নিম্নলিখিত সংখ্যাৰ অনুক্ৰম (3, 7, 15, 33, 63) ৰ ভিতৰত কোনটো সংখ্যা সঠিক নহয়?",33,15,7,63,A,"The intended pattern is 3, 7, 15, 31, 63, where each term is obtained by doubling and adding 1. Thus 33 is the incorrect term, A.",Reasoning,Number series
"104. গোগালেণ্ডৰ স্থানীয় ভাষা অনুযায়ী পৃথিৱী, জল, পোহৰ, বায়ু আৰু আকাশ শব্দকেইটাক যথাক্ৰমে পোহৰ, বায়ু, পৃথিৱী, আকাশ আৰু জল শব্দকেইটাৰে বুজোৱা হয়। গোগালেণ্ড ভ্ৰমণৰত কোনো ব্যক্তিৰ যদি তাত পিয়াহ লাগে, তেওঁ কি বিচাৰিব?",পোহৰ,আকাশ,বায়ু,জল,C,"The coded word for water is 'air' in the stated local-language mapping. A thirsty visitor needs water, so he would ask using the word 'air'. Hence C.",Reasoning,Coding-decoding
105. নিম্নলিখিত যুগ্মসমূহৰ কোনটো যুগ্ম অমিল?,চৰাই : বাহ,কুকুৰ : কেনেল,অশ্ব : আস্তাবল,গাহৰি : গড়াল,D,"Birds live in nests, dogs in kennels and horses in stables. A den is not the standard shelter for pigs; pigs are kept in a sty. Therefore D.",Reasoning,Analogy — animal and shelter
"106. যদি হৰণ প্ৰক্ৰিয়াক D ৰে, পূৰণ প্ৰক্ৰিয়াক M ৰে, যোগ প্ৰক্ৰিয়াক A ৰে আৰু বিয়োগ প্ৰক্ৰিয়াক S ৰে বুজোৱা হয়, তেন্তে নিম্নলিখিত কোনটো উক্তি সত্য হ’ব?",32 A 8 M 16 D 4 = −3/2,6 M 18 D 26 S 13 A 7 = 173/13,11 M 34 S 17 D 8 S 3 = 38/3,9 A 9 S 9 D 9 M 9 = 9,D,"Interpret A=addition, M=multiplication, D=division and S=subtraction, using normal arithmetic precedence. Option D gives 9+9−(9÷9)×9 = 9+9−9 = 9. Hence D.",Reasoning,Operator substitution
107. নিম্নলিখিতসমূহৰ কোনটো অধ্যয়নৰ এক শাখা নহয়?,Apology,Archaeology,Psychology,Geology,A,"Archaeology, psychology and geology are recognised fields of study. 'Apology' is not an academic branch in this list. Therefore A.",Reasoning,Classification — words
108. ক্ৰিকেট খেলৰ সৈতে জড়িত শব্দটি চিনাক্ত কৰা।,ডেলিভাৰী,কাউণ্টাৰ,পিক্ আপ,ৰিভাৰ্ছ,A,Delivery is a standard cricket term referring to the ball bowled by the bowler. Hence A.,Reasoning,Sports terminology
109. “জোতা : হাত” শব্দ দুটাৰ একে সম্পৰ্কৰ শব্দ দুটা হ’ব,Pants : Legs,Cap : Head,Gloves : Hand,Belt : Neck,C,"The relationship is an item of clothing/equipment associated with a body part. Among the options, Gloves : Hand follows the same object-to-body-part pattern most directly. Hence C.",Reasoning,Analogy — object and body part
110. প্ৰদত্ত সংখ্যা সমূহৰ কোনটো সংখ্যা আনবোৰৰ সৈতে একে দলভুক্ত নহয়?,256,884,128,512,B,"256, 128 and 512 are powers of 2 (2^8, 2^7 and 2^9). 884 is not a power of 2. Therefore B.",Reasoning,Classification — numbers
111. কোনটো শব্দ অৱশিষ্ট আনবোৰ শব্দৰ সমূহত অন্তৰ্ভুক্ত নহয়?,Sleeper,Lower,Stopper,Upper,D,The paper's intended classification treats Upper as the odd word among the four. Therefore D.,Reasoning,Classification — words
"112. চাৰিটা শব্দৰ ভিতৰত, কোনটো শব্দ আনবোৰৰ সৈতে সদৃশ নহয়?",Asia,Europe,Australia,Africa,C,"Asia, Europe and Africa are continents; Australia is both a continent and a sovereign country. Hence C.",Reasoning,Classification — words
113. প্ৰদত্ত শব্দসমূহৰ ভিতৰত পৃথক শব্দটো বিচাৰি উলিওৱা,APQRC,XPQRZ,LPQRN,SPQRT,D,"In A, X and L, the last letter is two alphabet positions after the first: A→C, X→Z, L→N. In SPQRT, S→T is only one step. Thus D.",Reasoning,Letter classification
114. 6574398 সংখ্যাৰ অংকবোৰ ব্যৱহাৰ কৰি লিখিব পৰা আটাইতকৈ সৰু সংখ্যাটোৰ ঠিক মাজত কোনটো অংক থাকিব?,6,5,7,4,A,"Arrange the digits in ascending order: 3456789. The fourth (middle) digit is 6, so A.",Reasoning,Number arrangement
115. ইংৰাজী বৰ্ণমালাৰ দ্বিতীয় বৰ্ণ আৰু পঞ্চম বৰ্ণ দুয়োটা থকা শব্দটো চিনাক্ত কৰা।,BOLT,TELL,BELT,TALE,C,"The second English letter is B and the fifth is E. BELT contains both B and E, so C is correct.",Reasoning,Alphabet — letter identification
116. এখন বৰ্গাকৃতিৰ ৰুমালক ইয়াৰ কৰ্ণৰ দিশত ভাজ কৰি পোৱা জ্যামিতিক আকৃতিটো হৈছে এটা,স্থূলকোণী ত্ৰিভুজ,সমবাহু ত্ৰিভুজ,সমকোণী ত্ৰিভুজ,সূক্ষ্মকোণী ত্ৰিভুজ,C,"Folding a square along a diagonal produces one of its two congruent triangular halves. Each has a 90° angle, so it is a right triangle. C.",Reasoning,Non-verbal reasoning — folding
"117. “তপন ইমানুৱেলতকৈ জ্যেষ্ঠ।” “চেতন তপনতকৈ জ্যেষ্ঠ।” “ইমানুৱেল চেতনাতকৈ জ্যেষ্ঠ।” যদি প্ৰথম দুটা উক্তি সত্য হয়, তেন্তে তৃতীয় উক্তিটো হ’ব:",সত্য,অসত্য,অপৰ্যাপ্ত তথ্য,অসংবদ্ধ উক্তি,B,"The first two statements give Chetan > Tapan > Emmanuel. Therefore Emmanuel cannot be older than Chetan. The third statement is false, so B.",Reasoning,Logical ordering
"118. যদি এটা ভাষাত MADRAS ক NBESBT হিচাপে কোড কৰা হয়, তেন্তে একেটা ভাষাত BOMBAY কেনেদৰে কোড কৰা হ’ব?",CPNCBZ,CPNCBX,CPOCBZ,CQOCBZ,A,"Each letter is shifted forward by one: M→N, A→B, D→E, etc. Applying the same rule to BOMBAY gives CPNCBZ. Hence A.",Reasoning,Coding-decoding — letter shift
119. কোন বৰ্ণগোটে অৰ্থহীন শব্দ ACEGI দ্বাৰা স্থাপন কৰা নিয়মটো মানি নচলে?,RTVXZ,BEGIK,MOQSU,DFHJL,B,"The two interleaved sequences are 80,70,60,50 and 10,15,20,25. Therefore the next two terms are 20 and 50, option A.",Reasoning,Letter series — pattern recognition
120. লীনা সূৰ্যোদয়ৰ দিশত পঞ্চাশ খোজ আগুৱাই যায়। তাৰ পিছত বাওঁদিশে ঘূৰে আৰু পঞ্চাশ খোজ আগবাঢ়ে। ইয়াত তাই পিছফালে ঘূৰি লয় আৰু পুনৰ এশ খোজ আগুৱাই যায়। লীনা এতিয়া কোন দিশে মুখ কৰি আছে?,পূব,উত্তৰ,পশ্চিম,দক্ষিণ,D,"Starting east, turning left makes Leena face north. Turning around reverses her direction to south, so after walking she is facing south. Therefore D.",Reasoning,Direction sense
121. A 6 N 3 M 4 N 7 H 3 N 4 N 2 K 7 A 2 D 5 F 6 শৃংখলাটোত থকা সকলোবোৰ যুগ্ম অংকৰ যোগফল হৈছে:,22,24,26,20,B,"The even digits are 6, 4, 4, 2, 2 and 6. Their sum is 6+4+4+2+2+6=24, so B.",Reasoning,Series — digit extraction
"122. 80, 10, 70, 15, 60, …….. শৃংখলাটোত খাপ খোৱা পৰৱৰ্তী দুটা সংখ্যা হ’ল:","20, 50","25, 45","30, 90","50, 20",A,"The two interleaved sequences are 80, 70, 60, 50, ... and 10, 15, 20, 25, ... . Therefore after 60 the next term is 20, followed by 50. Hence A.",Reasoning,Number series — interleaved pattern
"123. যদি L, MOAT ৰ সৈতে সম্পৰ্কিত, R, SOAP ৰ সৈতে সম্পৰ্কিত হয়, তেন্তে একেদৰে F সম্পৰ্কিত হোৱা শব্দটো হৈছে:",GOAT,GREEN,GOWN,GROAN,C,"The paper's intended analogy uses L→M and R→S, i.e. the related word begins with the next alphabet letter. Among the choices, GOWN is the intended continuation, so C.",Reasoning,Analogy — letter association
124. CUP : LIP :: BIRD : ?,GRASS,FOREST,BEAK,BUSH,C,"A cup is associated with the lip as the opening through which one drinks. Similarly, a bird is associated with its beak. Therefore C.",Reasoning,Analogy
125. সম্পৰ্ক বিচাৰি খালী ঠাই পূৰ কৰিবলৈ উৎকৃষ্ট বিকল্পটো চিনাক্ত কৰা: এয়াৰপ’ৰ্ট : ৰানৱে :: ৰেলৱে ষ্টেচন : ______,চিগনেল্‌ছ,টিটি ই,টিকট,প্লেটফৰ্ম,D,A runway is the principal surface used by aircraft at an airport. The corresponding principal boarding surface at a railway station is the platform. Hence D.,Reasoning,Analogy — place and facility
126. লেপটপ : উইণ্ডোজ :: মোবাইল : ?,প্লে ষ্টোৰ,এণ্ড্ৰইড,এপছ,গেমছ,B,Windows is an operating system associated with laptops; Android is an operating system associated with mobile devices. Hence B.,Reasoning,Analogy — technology
127. চিত্ৰত থকা প্ৰশ্নবোধক চিহ্নটো (?) প্ৰতিস্থাপন কৰিবলৈ প্ৰয়োজন হোৱা সংখ্যাটো চিনাক্ত কৰা।,57,51,58,63,B,The first triangle follows 7×5+6=41 and the second follows 8×7+5=61. Applying the same rule to the third gives 6×7+9=51. Therefore B.,Reasoning,Figure-based number puzzle
"128. “সোণ, ৰূপা, ধাতু” — এইবোৰক সঠিকভাৱে প্ৰতিনিধিত্ব কৰা চিত্ৰটো চিনাক্ত কৰা।",A,B,C,D,B,Gold and silver are two distinct types of metal. Thus both should be separate subsets inside the larger set 'metal'. Diagram B shows two separate circles within one larger set.,Reasoning,Venn diagrams — classification
129. অন্যবোৰৰ পৰা আলাদা বা ভিন্ন চিত্ৰটিক চিনাক্ত কৰা।,A,B,C,D,C,"On comparing the four figures as mirror-related shapes, A, B and D can be obtained as mirror counterparts, whereas C does not preserve the required left-right reversal. Therefore C.",Reasoning,Non-verbal reasoning — odd figure
130. তলত দিয়া চিত্ৰসমূহৰ প্ৰথম দুটা শাৰী চিত্ৰসমূহে এক নীতিৰ অৱস্থিতি ইংগিত দিয়ে। সেই নীতি অনুসৰি “?” চিহ্নটো প্ৰতিস্থাপন কৰিব পৰা চিত্ৰটো হৈছে:,হীৰাৰ আকৃতি,উৰ্ধ্বমুখী অৰ্ধবৃত্ত,অধোমুখী অৰ্ধবৃত্ত,বৃত্ত,D,"In each row, the third cell keeps the element that is added/changed in the second figure relative to the first. In the third row that remaining element is the circle. Therefore D.",Reasoning,Non-verbal reasoning — figure matrix
"131. প্ৰদত্ত চিত্ৰসমূহক ক্ৰমবৰ্ধমান বাহু সংখ্যাৰ আধাৰত সজোৱা হ’লে, চিত্ৰসমূহৰ অনুক্ৰমটো হ’ব:",1423,2134,4123,2143,D,"Count the sides: figure 2 has 4 sides, figure 1 has 5, figure 4 has 7 and figure 3 has the greatest number. Thus the increasing order is 2-1-4-3, i.e. 2143. D.",Reasoning,Non-verbal reasoning — counting sides
132. দেখুওৱা আৰ্হিৰ সৈতে এখন স্বচ্ছ শ্বীটক বিন্দুযুক্ত ৰেখা অনুসৰি ভাঁজ কৰা হ’লে কোনখন ছবি দেখা যাব?,A,B,C,D,D,Folding the transparent sheet along the vertical dotted line superimposes the right-side diagonals onto the left half. The resulting folded pattern contains the crossed diagonal structure shown in option D.,Reasoning,Non-verbal reasoning — paper folding
133. কোন চিত্ৰ যোৰটো এজনে আনটোৰ দাপোণ-প্ৰতিবিম্ব গঠন নকৰে?,A,B,C,D,C,"A mirror image must reverse left and right. In option C, the two slanted quadrilaterals have the same orientation instead of being mirror-reversed. Hence C.",Reasoning,Non-verbal reasoning — mirror images
134. প্ৰদত্ত চিত্ৰটোত কিমানটা ত্ৰিভুজ সোমাই আছে?,13,5,7,10,D,Counting the distinct triangular regions formed by the intersecting lines of the five-pointed star gives 10 triangles. Therefore D.,Reasoning,Non-verbal reasoning — counting triangles
135. একেই ডাইচৰ দুটা চেহাৰা দিয়া হৈছে। তিনিটা বিন্দু থকা মুখৰ বিপৰীত মুখত কিমান বিন্দু আছে?,ছয়,দুই,পাঁচ,এক,A,"The two views have the same top face. Comparing the adjacent side faces shows that 3 is opposite 6 (while 2 is opposite 5). Therefore the face opposite 3 has six dots, A.",Reasoning,Dice — opposite faces
