question_text,Option A,Option B,Option C,Option D,correct_option,explanation,subject,topic / subtopic tag
"85. যদি a-ৰ 20% = b, তেন্তে b-ৰ 20% কিহৰ সমান?",a-ৰ 4%,a-ৰ 6%,a-ৰ 8%,a-ৰ 10%,A,b=0.20a। b-ৰ 20%=0.20×0.20a=0.04a=4% of a।,Mathematics,Percentage
"86. Kabita-ই office-ৰ পৰা 2 km পূবলৈ, তাৰ পিছত সোঁফালে 8 km, তাৰ পিছত পূবলৈ 2 km আৰু দক্ষিণলৈ 4 km গ'ল। শেষত বাঁওফালে ঘূৰি 1 km গৈ apartment পালেগৈ। Office আৰু apartment-ৰ shortest aerial distance কিমান?",25 km,13 km,12 km,17 km,B,"Coordinates: (0,0)→(2,0)→(2,−8)→(4,−8)→(4,−12)→(5,−12)। Distance=√(5²+12²)=13 km।",Reasoning,Direction and Distance
87. 35 : 6-ৰ সৈতে একে ধৰণে সম্পৰ্কিত সংখ্যা-যোৰ বাছি লোৱা।,85 : 9,64 : 8,26 : 5,120 : 11,D,35=6²−1। একে pattern-ত 120=11²−1। সেয়ে D।,Reasoning,Number Analogy
88. তলৰ শব্দসমূহ যুক্তিসংগত আৰু অৰ্থপূৰ্ণ ক্ৰমত সজোৱা: (1) Cloud (2) Rainbow (3) Devastation (4) Rain (5) Low Pressure (6) Flood,"1,5,4,2,6,3","5,1,4,2,6,3","5,4,1,2,3,6","1,5,2,4,6,3",B,"Low Pressure → Cloud → Rain → Rainbow → Flood → Devastation। সেয়ে 5,1,4,2,6,3।",Reasoning,Logical Sequencing
"89. যদি HONESTY = 5132468 আৰু POVERTY = 7192068, তেন্তে একে code-ত HORSE কিদৰে লিখিব?",50124,51042,51024,52014,B,"H=5, O=1, R=0, S=4, E=2। সেয়ে HORSE=51042।",Reasoning,Coding-Decoding
90. 200 m আৰু 100 m দীঘল দুটা train ক্ৰমে 20 m/s আৰু 22 m/s বেগে একে দিশত চলিছে। ইহঁতে ইজনে সিজনক পাৰ হ'বলৈ কিমান সময় ল'ব?,212 sec,135 sec,150 sec,120 sec,C,একেদিশত relative speed=22−20=2 m/s। Relative distance=200+100=300 m। Time=300/2=150 sec।,Mathematics,"Time, Speed and Distance"
91. এটা triangle-ৰ বাহুবোৰৰ অনুপাত 1/2 : 1/3 : 1/4 আৰু perimeter 104 cm। আটাইতকৈ দীঘল বাহুটো কিমান?,52 cm,48 cm,44 cm,40 cm,B,অনুপাতটো 6:4:3। মুঠ অংশ=13; এক অংশ=104/13=8। দীঘল বাহু=6×8=48 cm।,Mathematics,Ratio and Geometry
92. Priya-ই Sunday-ত movie ticket book কৰিলে। Trailer 20 দিন আগতে release হৈছিল; movie trailer-ৰ 45 দিন পিছত চালে। Movie-খন Priya-ই movie চোৱা দিনৰ 16 দিন আগতে release হৈছিল। Movie-খন সপ্তাহৰ কোন দিনত release হৈছিল?,Friday,Saturday,Sunday,Tuesday,A,Trailer Sunday-ৰ 20 দিন আগতে = Thursday। 45 দিন পিছত = Sunday। Movie Sunday-ৰ 16 দিন আগতে = Friday।,Reasoning,Calendar / Days
93. 5 : 27 :: 9 : ______,83,81,36,18,A,5²+2=27। একে pattern-ত 9²+2=81+2=83।,Reasoning,Number Analogy
94. AQRD : BRSE :: LMTJ : ______,MNRK,MNSK,MNUK,MMUK,C,"প্ৰতিটো আখৰ 1 step আগলৈ: A→B, Q→R, R→S, D→E। সেয়ে L→M, M→N, T→U, J→K = MNUK।",Reasoning,Letter Analogy
95. Bus : Driver :: Horse : ______,Saddle,Rein,Horseman,Stirrup,C,Bus চলোৱা ব্যক্তি Driver; একেদৰে Horse চলোৱা/নিয়ন্ত্ৰণ কৰা ব্যক্তি Horseman।,Reasoning,Analogy
"96. তলৰ চাৰিটা option-ৰ ভিতৰত তিনিটা একে pattern-ৰ। group-ৰ অন্তৰ্গত নোহোৱা option বাছি লোৱা: 2837, 7651, 3925, 9762",2837,7651,3925,9762,A,"2837-ত 28 আৰু 37-ৰ digit patterns-ৰ মাজত বিশেষ symmetry দেখা যায়, যিটো আন তিনিটাত নাই। সেয়ে A odd one out।",Reasoning,Odd One Out
"97. তলৰ fraction-সমূহৰ ভিতৰত তিনিটা একে pattern-ৰ। odd one out বাছি লোৱা: 225/3375, 100/1331, 169/2744, 289/5832",225/3375,100/1331,169/2744,289/5832,A,"B,C,D-ত numerator হৈছে n² আৰু denominator হৈছে (n+1)³: 10²/11³, 13²/14³, 17²/18³। A-ত 15²/15³, সেয়ে A odd one out।",Reasoning,Pattern Recognition
98. তলৰ কোনটো বাকী তিনিটাৰ সৈতে একে category-ত নপৰে?,Emission,Pollution,Contamination,Adulteration,D,"Emission, pollution আৰু contamination পৰিৱেশৰ সৈতে জড়িত; adulteration মূলত খাদ্য/পদাৰ্থত ভেজাল মিহলোৱা।",General Science,Environment
99. দিয়া figure-টোত মুঠ কিমানটা triangle আছে?,12,18,22,26,B,সৰু triangle-সমূহ আৰু সংযুক্ত ডাঙৰ triangle-সমূহ পৃথককৈ গণনা কৰিলে মুঠ 18টা triangle পোৱা যায়।,Mathematics,Triangles / Figure Counting
"100. New Delhi, Sri Lanka আৰু Asia-ৰ মাজৰ সম্পৰ্ক সঠিকভাৱে দেখুওৱা diagram কোনটো?",Diagram A,Diagram B,Diagram C,Diagram D,B,"New Delhi আৰু Sri Lanka দুয়ো Asia-ৰ ভিতৰত, কিন্তু New Delhi Sri Lanka-ৰ ভিতৰত নহয়। সেয়ে এটা ডাঙৰ Asia circle-ৰ ভিতৰত দুটা পৃথক সৰু circle থকা B সঠিক।",Reasoning,Venn Diagram
